fips,Ratio
46081,0.000295581
21109,0.000295347
47175,0.00029451
23025,0.00029446
51137,0.000292368
37039,0.000290954
49051,0.000290605
48397,0.000290562
48367,0.000290456
28023,0.000290145
48449,0.000289979
23005,0.000288728
37057,0.000288474
37193,0.000288422
35001,0.000287859
21011,0.000287669
56045,0.000286382
1125,0.000286206
22049,0.000285768
51077,0.000285705
48245,0.000284994
48251,0.000284758
22117,0.000284544
21045,0.000284483
40145,0.000283843
48427,0.000283832
36089,0.000283818
49047,0.000281966
29043,0.000280547
24013,0.000280454
18163,0.000280354
1103,0.000280218
21149,0.000279879
56011,0.000279249
54013,0.000279018
13133,0.000278886
26125,0.00027786
1055,0.000277716
13283,0.000277678
51075,0.000277136
5129,0.000275256
54025,0.000275057
28111,0.000274948
48423,0.000274709
51019,0.000274302
18033,0.000274295
27025,0.000274267
28149,0.000274172
13319,0.000274099
36013,0.000273177
36011,0.000272765
6103,0.000271728
8113,0.000271471
35039,0.000270445
40137,0.000270278
54055,0.000270067
47119,0.000268933
6099,0.00026823
27007,0.000267346
55055,0.000266847
48459,0.00026529
34029,0.000265026
51085,0.000264272
21063,0.000264097
41007,0.000263045
30087,0.000262466
48021,0.000261885
49057,0.00026157
48325,0.000261064
48337,0.000260266
5145,0.000259343
51089,0.000257803
13115,0.000257771
55109,0.00025645
21151,0.000255754
27003,0.000255508
18095,0.000255407
47109,0.000253351
55141,0.000253043
6109,0.000252365
1005,0.000251272
36053,0.000251214
13145,0.000251204
48253,0.000250875
28045,0.000250257
6035,0.000249952
48303,0.000249428
25013,0.000249339
13157,0.000248925
48051,0.000248683
12067,0.000248438
54037,0.00024751
28113,0.000247058
48059,0.000245923
31015,0.00024478
51011,0.000244007
48085,0.000243949
8081,0.000241717
48181,0.000240919
22011,0.000240098
47049,0.000240093
5099,0.000239701
45059,0.00023918
21147,0.000239067
40101,0.000238423
8101,0.000238032
40113,0.00023702
41067,0.000236888
42049,0.000236849
29109,0.000236378
13057,0.000236275
47163,0.000235813
12101,0.000233234
48073,0.000232009
56001,0.000231193
48473,0.000231175
37001,0.000231123
55059,0.000230815
47093,0.00023074
45049,0.000230333
35027,0.000230163
51007,0.000230007
45081,0.000229284
51003,0.000228485
55077,0.000228323
53073,0.00022781
36003,0.0002275
28029,0.000227091
48285,0.000227012
22043,0.000226631
1017,0.000226422
47083,0.000225977
28035,0.00022553
21201,0.000225069
29147,0.000224783
42095,0.0002232
13105,0.000222178
13227,0.000221969
47189,0.00022153
48069,0.000221328
37149,0.000220092
6067,0.000219941
53033,0.000219337
55107,0.00021925
26163,0.000218847
18153,0.000218656
51167,0.000218273
29209,0.00021797
35061,0.000216094
37003,0.000215937
1129,0.000215932
13209,0.000215411
45037,0.000215361
45055,0.000215278
37097,0.000215093
27163,0.000214835
47081,0.000214369
36049,0.000213997
26029,0.000213945
40091,0.000213788
36023,0.000212703
22033,0.000212149
39165,0.000211892
21161,0.000210621
36045,0.000210582
1123,0.000208986
28049,0.000208831
39103,0.000208707
36093,0.000208588
21117,0.000207901
21175,0.000207379
13211,0.000206866
40117,0.000206308
48097,0.000206206
47103,0.000206156
24033,0.000205435
48271,0.000205424
37071,0.00020527
29221,0.000204915
18057,0.000204663
21179,0.000204184
55115,0.000203557
28013,0.000202926
56033,0.000202884
39153,0.000202716
20121,0.000202048
46037,0.00020165
34041,0.000201279
48177,0.00020115
47155,0.000201089
48363,0.000200986
13015,0.000200895
49017,0.000200738
21197,0.000200019
30081,0.000199927
48121,0.000199852
47059,0.000199676
18043,0.000199282
13199,0.000199273
6097,0.000197896
5089,0.000197733
13305,0.000197553
18013,0.000197313
29149,0.000197114
55095,0.000196816
51800,0.000196682
26049,0.000196045
48331,0.000195926
13143,0.000195914
17181,0.000195848
5015,0.000195423
47091,0.000194841
13079,0.000194342
40009,0.000193934
55011,0.00019373
26099,0.000192791
51101,0.000191695
8069,0.000190007
29177,0.000188797
26151,0.000188481
34019,0.000188328
54091,0.000187673
26141,0.000186873
47025,0.000186303
48289,0.000184652
47069,0.000184429
51191,0.000184373
48349,0.000184201
48329,0.00018408
45025,0.000183996
37005,0.000183381
29157,0.000183276
48037,0.00018288
12023,0.000182373
29031,0.000182326
48287,0.000181455
38061,0.000181172
5101,0.000180853
22085,0.000180616
35057,0.000180551
41061,0.000180127
28089,0.000179969
51023,0.000179615
5137,0.000179341
40023,0.000178815
48161,0.000178416
46071,0.00017837
22031,0.000178054
37033,0.000177581
48167,0.000177065
20089,0.000176642
1095,0.000176454
47149,0.000176008
55087,0.000175812
5087,0.00017574
49013,0.000175718
22003,0.000175652
55047,0.000175259
28041,0.000175141
48015,0.000174728
12083,0.000174693
23021,0.000174359
45019,0.000172898
21057,0.000172044
12057,0.000171321
37045,0.000171094
45021,0.000170844
8045,0.000170745
12107,0.000170471
45009,0.000169753
28163,0.000169091
22073,0.000168607
13013,0.00016859
1085,0.000168533
28077,0.00016817
48407,0.000168028
36063,0.000167964
21049,0.000167504
1057,0.000167067
13077,0.000166764
55009,0.000166747
42003,0.00016667
13219,0.000165845
4009,0.000165597
45061,0.000165095
5049,0.000164491
20133,0.000164275
29097,0.000163914
21015,0.000163172
37067,0.000163084
48429,0.000161851
37023,0.000161787
30067,0.000161658
55075,0.00016082
54075,0.000160729
37169,0.000160554
13059,0.000159809
1027,0.000159732
23029,0.000159625
28141,0.000159333
45011,0.000159193
4015,0.000158989
21231,0.000158765
37043,0.000158159
42113,0.000157817
48175,0.000157161
47095,0.000156836
41063,0.00015623
12029,0.00015598
48493,0.000155636
21165,0.000155352
21215,0.000155295
21209,0.000155159
29055,0.000155126
48003,0.000155036
28059,0.000154848
4003,0.000154467
13313,0.000154317
47121,0.000154263
51053,0.000154162
6019,0.000153764
1133,0.000153719
13233,0.000152276
1051,0.000152087
1083,0.000151766
28085,0.000151736
51099,0.000151694
40147,0.000151621
47015,0.000151534
47027,0.000151324
47179,0.000150398
22005,0.000149738
21037,0.000149384
22019,0.000149218
55073,0.000148627
8083,0.000147499
47009,0.000147446
40031,0.00014742
26093,0.000146638
8021,0.000146535
13169,0.000146159
53039,0.000146047
51047,0.000146016
26011,0.000145316
37009,0.000143994
12127,0.000143406
5025,0.000143201
21121,0.00014273
36015,0.000142208
51810,0.00014195
34033,0.00014192
12069,0.0001417
48123,0.000141387
29179,0.000141217
47055,0.000140349
16069,0.000139927
48267,0.00013959
48469,0.000138393
22119,0.000137727
13021,0.000137466
21193,0.000137411
24031,0.000137204
47159,0.000136726
55137,0.000135959
26003,0.00013585
29001,0.000134668
47071,0.000134444
48465,0.000134194
16041,0.000133508
13291,0.000133084
47037,0.000132676
40143,0.000132353
21199,0.000132277
39141,0.000132012
8123,0.000131407
29091,0.000131314
13103,0.000131131
48197,0.000130887
48277,0.000130831
18119,0.000130619
28145,0.0001295
40121,0.000129143
5023,0.000128934
38007,0.000128911
53015,0.000128873
42091,0.000128433
47137,0.000127637
51141,0.000127634
18127,0.000127568
13045,0.000127001
21163,0.000126923
6093,0.000126565
48139,0.000126413
51073,0.000126384
1011,0.000126231
48033,0.000126071
28123,0.000125972
21137,0.000125551
16027,0.000124947
16045,0.000124699
48353,0.000123487
20177,0.00012341
28147,0.000122821
1065,0.00012207
12041,0.000121227
51067,0.000119661
27119,0.000119644
13197,0.000119437
55071,0.000119306
47185,0.00011897
46019,0.000118656
48193,0.000118462
30089,0.000117543
48399,0.000117431
37099,0.000117352
51165,0.000117126
12121,0.000116361
51155,0.000116207
1077,0.000116072
36091,0.000115196
12059,0.000114925
41057,0.000114496
36069,0.000114374
47011,0.000114074
35035,0.000113366
29145,0.000112993
8071,0.000112402
1009,0.000112264
8013,0.00011148
27159,0.000111231
29223,0.000110852
40089,0.000110304
48431,0.000110036
1115,0.000109339
13293,0.000109161
31117,0.000109058
29073,0.000108755
21069,0.000108733
47031,0.00010872
48307,0.000108555
29021,0.000108483
48319,0.000108407
13091,0.000108023
28153,0.000107931
55057,0.000107493
29067,0.000107069
55015,0.000106969
56025,0.000106452
51057,0.00010642
48409,0.000106364
47065,0.00010579
22111,0.000105765
48249,0.000104955
41069,0.000104901
48055,0.000104631
24035,0.000104552
20099,0.000104534
32007,0.000103288
13101,0.0001028
48217,0.000102746
28073,0.000101726
21091,0.000101716
47105,0.000101442
51153,0.00010132
21167,0.000101231
39025,0.000100968
13189,0.000100618
51177,0.000100606
53063,0.000100574
5005,0.000100486
1121,0.000100026
24003,9.99221E-05
16021,9.94774E-05
21085,9.93893E-05
29203,9.93778E-05
12117,9.90209E-05
29093,9.85592E-05
28081,9.75427E-05
45041,9.71433E-05
30047,9.70311E-05
21113,9.66954E-05
40085,9.63353E-05
29229,9.60408E-05
6115,9.58543E-05
28015,9.5535E-05
26087,9.52898E-05
37089,9.50482E-05
48071,9.50211E-05
40105,9.49855E-05
47165,9.48387E-05
12105,9.39694E-05
17145,9.36586E-05
16081,9.3111E-05
30007,9.30885E-05
28067,9.30397E-05
31175,9.28969E-05
36123,9.28271E-05
21181,9.20922E-05
55117,9.18657E-05
20167,9.18454E-05
26147,9.15837E-05
27095,9.12612E-05
36121,9.05234E-05
48215,9.04476E-05
1089,9.00444E-05
37059,8.9693E-05
12075,8.95994E-05
21123,8.94766E-05
12005,8.94278E-05
48491,8.93093E-05
48389,8.92379E-05
13095,8.9107E-05
28093,8.89496E-05
16083,8.89356E-05
36071,8.87011E-05
29215,8.85886E-05
21061,8.84339E-05
20091,8.83986E-05
40103,8.83073E-05
1037,8.76017E-05
29153,8.7218E-05
48017,8.69493E-05
47007,8.68565E-05
12113,8.68516E-05
55131,8.67715E-05
22009,8.64493E-05
8089,8.58327E-05
28115,8.56146E-05
46093,8.54504E-05
26109,8.53904E-05
48425,8.53598E-05
18021,8.49385E-05
29035,8.49074E-05
47061,8.489E-05
48415,8.47177E-05
25017,8.45088E-05
40055,8.44897E-05
36103,8.44705E-05
48485,8.40012E-05
21079,8.3881E-05
48147,8.37426E-05
12095,8.35375E-05
13171,8.31049E-05
48309,8.30397E-05
18121,8.26141E-05
47111,8.16628E-05
21229,8.14024E-05
48115,8.10033E-05
47051,8.01989E-05
12009,8.01806E-05
51550,7.91221E-05
6079,7.8852E-05
47003,7.88427E-05
21225,7.86895E-05
16035,7.80135E-05
40067,7.77289E-05
1033,7.72965E-05
36073,7.72125E-05
26045,7.71776E-05
56037,7.70694E-05
31057,7.67886E-05
5131,7.67537E-05
31061,7.65749E-05
41053,7.65159E-05
13255,7.6486E-05
34027,7.64353E-05
28139,7.63905E-05
22097,7.62816E-05
6113,7.52029E-05
21145,7.44175E-05
21211,7.42565E-05
48273,7.39112E-05
41051,7.37196E-05
8105,7.3719E-05
41025,7.33769E-05
21169,7.32162E-05
48057,7.30014E-05
21173,7.29756E-05
48395,7.21987E-05
36067,7.203E-05
30077,7.18492E-05
27071,7.15057E-05
45017,7.14414E-05
29089,7.13601E-05
35015,7.11327E-05
18041,7.11122E-05
28121,7.10665E-05
36051,7.10279E-05
56041,7.08937E-05
4013,7.08854E-05
37181,7.07541E-05
8015,7.01586E-05
36119,6.89598E-05
32023,6.87993E-05
5073,6.86213E-05
1113,6.84297E-05
26017,6.84016E-05
20035,6.80734E-05
13033,6.79986E-05
28057,6.7841E-05
13071,6.7776E-05
12071,6.77679E-05
21017,6.74385E-05
36037,6.71985E-05
13225,6.71059E-05
17041,6.69944E-05
21203,6.66851E-05
41013,6.64674E-05
1039,6.61351E-05
47141,6.57994E-05
51091,6.56236E-05
35037,6.54284E-05
22037,6.53695E-05
26115,6.50854E-05
41031,6.48615E-05
6101,6.4728E-05
47019,6.45474E-05
55005,6.44456E-05
6077,6.4389E-05
41003,6.39303E-05
40141,6.37195E-05
48189,6.31501E-05
51135,6.29682E-05
37011,6.28283E-05
13275,6.24602E-05
12015,6.24338E-05
55119,6.22372E-05
20205,6.18459E-05
48025,6.15229E-05
21087,6.13741E-05
13299,6.13267E-05
22057,6.04877E-05
34025,6.04116E-05
48463,6.01336E-05
48061,5.9977E-05
47169,5.98873E-05
12033,5.95245E-05
28065,5.90511E-05
45031,5.90313E-05
30031,5.86526E-05
20023,5.77177E-05
22087,5.76272E-05
22017,5.75643E-05
48481,5.69023E-05
16025,5.65367E-05
18089,5.64673E-05
38015,5.61199E-05
21099,5.58723E-05
47041,5.584E-05
17087,5.57159E-05
16019,5.55646E-05
28091,5.53614E-05
49003,5.5008E-05
30097,5.45989E-05
28079,5.45212E-05
32031,5.44835E-05
27111,5.40975E-05
13001,5.40444E-05
18061,5.37756E-05
35053,5.3525E-05
5121,5.3493E-05
47157,5.32514E-05
1061,5.32282E-05
37053,5.31974E-05
6083,5.315E-05
6065,5.31373E-05
55083,5.31004E-05
47067,5.3075E-05
48275,5.2494E-05
49035,5.24226E-05
55029,5.23435E-05
51035,5.2198E-05
41047,5.20374E-05
8025,5.18626E-05
39015,5.18377E-05
29017,5.16512E-05
13279,5.15382E-05
28131,5.13177E-05
48439,5.12088E-05
35051,5.07632E-05
13303,5.03065E-05
51087,5.02784E-05
28127,4.99652E-05
13107,4.99413E-05
28117,4.98645E-05
30065,4.9497E-05
13087,4.94921E-05
27035,4.94643E-05
21187,4.92821E-05
23003,4.91929E-05
22039,4.88916E-05
6029,4.86052E-05
41043,4.85215E-05
48009,4.82802E-05
13149,4.8142E-05
21207,4.80809E-05
53037,4.80093E-05
22105,4.77983E-05
20043,4.72388E-05
1109,4.69206E-05
18093,4.68085E-05
47147,4.64832E-05
6011,4.64349E-05
30043,4.63812E-05
20087,4.62672E-05
22099,4.58708E-05
20055,4.57137E-05
20107,4.55766E-05
12061,4.53761E-05
13251,4.53256E-05
51111,4.52814E-05
8073,4.51971E-05
29047,4.5112E-05
48355,4.49774E-05
21217,4.47665E-05
12031,4.47306E-05
1097,4.47271E-05
47123,4.44776E-05
1003,4.43325E-05
35009,4.4317E-05
21047,4.42159E-05
16011,4.40413E-05
48113,4.40182E-05
1063,4.38063E-05
38047,4.3533E-05
21223,4.34589E-05
56035,4.29406E-05
53057,4.29055E-05
56029,4.28473E-05
34031,4.28389E-05
13229,4.28316E-05
34007,4.27913E-05
41045,4.2341E-05
49023,4.2123E-05
40033,4.20906E-05
35045,4.20387E-05
1087,4.15795E-05
22125,4.14444E-05
41071,4.13798E-05
40035,4.12182E-05
21033,4.09502E-05
39085,4.08602E-05
48125,4.07189E-05
32027,4.07057E-05
13131,4.06598E-05
12063,4.06443E-05
30009,4.04828E-05
48011,4.04632E-05
47167,4.04206E-05
12111,4.04186E-05
22055,4.00732E-05
40065,4.00616E-05
21233,3.95129E-05
48487,3.95041E-05
51097,3.94987E-05
16071,3.89164E-05
48201,3.88678E-05
21239,3.88609E-05
21007,3.82807E-05
46105,3.82764E-05
1045,3.82317E-05
13289,3.79374E-05
51125,3.78633E-05
48489,3.78143E-05
5011,3.75162E-05
55129,3.71337E-05
13185,3.6893E-05
18167,3.67217E-05
31161,3.6516E-05
22109,3.60902E-05
55097,3.60404E-05
48227,3.58045E-05
25009,3.55356E-05
48093,3.5509E-05
20001,3.52488E-05
1031,3.50516E-05
40043,3.49865E-05
48233,3.45711E-05
24045,3.4394E-05
40071,3.4313E-05
12039,3.42417E-05
48229,3.39653E-05
12093,3.36948E-05
20173,3.35198E-05
6021,3.32829E-05
12085,3.29091E-05
28051,3.28959E-05
46103,3.2545E-05
29057,3.23314E-05
21009,3.21462E-05
21183,3.15204E-05
20037,3.13494E-05
21031,3.10741E-05
13269,3.09188E-05
31129,3.06165E-05
41027,3.0576E-05
48083,3.05625E-05
1069,3.02971E-05
13121,3.02966E-05
19129,3.01228E-05
12055,2.99383E-05
20143,2.99332E-05
6095,2.99308E-05
12027,2.99168E-05
17123,2.95839E-05
30027,2.95101E-05
26113,2.94674E-05
6059,2.926E-05
28033,2.92328E-05
28053,2.88233E-05
22029,2.87684E-05
20193,2.82812E-05
37119,2.82008E-05
21055,2.74587E-05
13173,2.74396E-05
53077,2.74239E-05
48077,2.7255E-05
5085,2.70093E-05
48141,2.67835E-05
51033,2.6673E-05
47021,2.64532E-05
20041,2.64488E-05
29095,2.60545E-05
13161,2.59557E-05
1079,2.59521E-05
51117,2.57748E-05
55139,2.55536E-05
40149,2.55205E-05
31013,2.54541E-05
47113,2.54225E-05
28043,2.52459E-05
20065,2.49114E-05
16087,2.49023E-05
55001,2.48995E-05
5063,2.47241E-05
16053,2.46442E-05
1053,2.45231E-05
16059,2.40612E-05
55039,2.39077E-05
51001,2.35983E-05
29189,2.34431E-05
22077,2.33582E-05
12081,2.29356E-05
6037,2.27334E-05
48045,2.17783E-05
13317,2.16501E-05
48145,2.15029E-05
56003,2.14621E-05
40053,2.13329E-05
18019,2.08482E-05
40075,2.05512E-05
20207,2.0476E-05
17127,2.0214E-05
53005,2.00665E-05
21021,2.00425E-05
48151,1.99859E-05
21111,1.99763E-05
20045,1.99438E-05
27053,1.99076E-05
13023,1.97339E-05
31163,1.94915E-05
5081,1.93529E-05
48219,1.9253E-05
53043,1.92024E-05
48387,1.88381E-05
13237,1.87518E-05
48305,1.87294E-05
35005,1.87047E-05
22053,1.86512E-05
26073,1.86362E-05
53001,1.85346E-05
24019,1.84192E-05
12043,1.82736E-05
32011,1.81834E-05
20139,1.81112E-05
31101,1.79681E-05
13261,1.79432E-05
20095,1.79272E-05
48445,1.79021E-05
13315,1.78431E-05
16051,1.78158E-05
39035,1.74639E-05
55067,1.74076E-05
1111,1.73735E-05
20003,1.73445E-05
27087,1.73421E-05
4021,1.71503E-05
17039,1.71353E-05
13177,1.7116E-05
13167,1.70361E-05
56027,1.69277E-05
5107,1.67365E-05
41035,1.65936E-05
55089,1.6575E-05
12049,1.63348E-05
6085,1.63042E-05
48023,1.62835E-05
16073,1.62571E-05
38089,1.6048E-05
31133,1.59778E-05
47053,1.59342E-05
1041,1.58984E-05
27057,1.57436E-05
13205,1.56709E-05
16063,1.55973E-05
30003,1.50908E-05
16061,1.50708E-05
56009,1.49922E-05
5031,1.47328E-05
53007,1.46279E-05
40151,1.44347E-05
16029,1.43883E-05
12109,1.42028E-05
48165,1.41366E-05
48321,1.40457E-05
22113,1.404E-05
55013,1.38124E-05
55091,1.35621E-05
32013,1.34704E-05
17093,1.33951E-05
6013,1.30366E-05
35029,1.30003E-05
53047,1.28249E-05
53023,1.27508E-05
48065,1.21764E-05
13287,1.21084E-05
5043,1.2007E-05
20111,1.20018E-05
48255,1.19903E-05
12097,1.19659E-05
17043,1.18633E-05
56043,1.17757E-05
31069,1.17633E-05
20021,1.17486E-05
48279,1.13725E-05
39061,1.13555E-05
16043,1.13338E-05
48501,1.12861E-05
28095,1.10706E-05
8009,1.10354E-05
48107,1.07389E-05
13031,1.07371E-05
48119,1.05298E-05
22001,1.05211E-05
5055,1.0476E-05
12086,1.03012E-05
29185,1.01554E-05
53021,1.01445E-05
5041,1.00506E-05
31031,1.00283E-05
20169,9.89229E-06
35041,9.82096E-06
4027,9.79251E-06
16007,9.67973E-06
48157,9.64141E-06
38097,9.59077E-06
6039,9.56119E-06
41059,9.54509E-06
41001,9.35376E-06
8003,9.33152E-06
51193,9.22236E-06
6111,9.17007E-06
35013,9.13902E-06
12011,9.05269E-06
12099,9.04981E-06
17031,8.93049E-06
16067,8.89443E-06
31105,8.88384E-06
17065,8.78577E-06
28151,8.7844E-06
6049,8.71234E-06
6025,8.59692E-06
48437,8.58623E-06
8109,8.47642E-06
12021,8.31303E-06
22079,8.26611E-06
40011,8.20535E-06
41049,7.49717E-06
17097,7.34551E-06
6001,7.26385E-06
6053,7.20313E-06
53071,7.17726E-06
38077,7.13348E-06
22069,7.12476E-06
53013,7.06155E-06
27077,7.00369E-06
17121,7.00021E-06
16075,6.84024E-06
30083,6.62462E-06
40047,6.55111E-06
48087,6.41842E-06
5021,6.18909E-06
30085,6.03611E-06
20031,6.00884E-06
48371,5.99067E-06
20163,5.93309E-06
39123,5.61046E-06
5075,5.54465E-06
16039,5.51193E-06
16047,5.41308E-06
20081,5.39386E-06
47023,5.32478E-06
48163,5.25819E-06
31033,5.1736E-06
20191,5.16866E-06
29063,4.91186E-06
6031,4.89836E-06
20097,4.77024E-06
35025,4.74323E-06
56015,4.69454E-06
22007,4.52676E-06
20077,4.48742E-06
17147,4.44336E-06
53075,4.34573E-06
38005,4.33907E-06
5003,4.20879E-06
29005,4.1387E-06
56013,4.1024E-06
40003,4.02041E-06
38101,4.00911E-06
13321,3.89627E-06
29069,3.77746E-06
20181,3.77331E-06
38067,3.69259E-06
48239,3.4881E-06
53017,3.38229E-06
6055,3.34136E-06
29023,3.14715E-06
31111,3.09983E-06
38039,2.92206E-06
30001,2.56345E-06
5069,2.43977E-06
27167,2.32443E-06
22067,1.90118E-06
47075,1.60836E-06
21101,1.56096E-06
38053,1.42869E-06
48369,1.42565E-06
38003,1.40916E-06
29207,1.29185E-06
38103,1.18361E-06
38079,1.04391E-06
38049,7.33651E-07
27089,6.31474E-07
38093,5.9398E-07
6087,5.90911E-07
6047,5.5151E-07
1001,0
1013,0
1019,0
1047,0
1067,0
1081,0
1091,0
1093,0
1099,0
1101,0
1105,0
1107,0
4017,0
4019,0
4023,0
5001,0
5007,0
5037,0
5039,0
5065,0
5067,0
5077,0
5079,0
5093,0
5095,0
5097,0
5111,0
5113,0
5117,0
5123,0
5127,0
5147,0
5149,0
6015,0
6027,0
6033,0
6051,0
6069,0
6073,0
6081,0
6107,0
8001,0
8007,0
8011,0
8023,0
8033,0
8057,0
8059,0
8061,0
8063,0
8075,0
8095,0
8099,0
8115,0
8117,0
8119,0
8121,0
8125,0
9001,0
9003,0
9005,0
9007,0
9009,0
9011,0
9013,0
9015,0
10001,0
10003,0
10005,0
12013,0
12047,0
12051,0
12103,0
12115,0
13003,0
13007,0
13011,0
13017,0
13019,0
13027,0
13035,0
13037,0
13043,0
13047,0
13049,0
13061,0
13067,0
13069,0
13075,0
13081,0
13093,0
13097,0
13099,0
13125,0
13147,0
13151,0
13155,0
13163,0
13165,0
13179,0
13181,0
13187,0
13191,0
13193,0
13201,0
13207,0
13215,0
13221,0
13239,0
13243,0
13245,0
13249,0
13253,0
13257,0
13263,0
13265,0
13267,0
13271,0
13277,0
13281,0
13301,0
16001,0
16003,0
16009,0
16013,0
16023,0
16031,0
16033,0
16057,0
16065,0
17003,0
17013,0
17033,0
17045,0
17059,0
17061,0
17069,0
17083,0
17085,0
17089,0
17091,0
17099,0
17115,0
17119,0
17125,0
17151,0
17155,0
17157,0
17163,0
17193,0
17199,0
17201,0
18007,0
18029,0
18045,0
18055,0
18067,0
18107,0
18115,0
18117,0
18143,0
18145,0
18149,0
18155,0
18165,0
18171,0
18173,0
19071,0
19135,0
19153,0
19185,0
20025,0
20029,0
20033,0
20047,0
20049,0
20057,0
20063,0
20067,0
20069,0
20071,0
20073,0
20075,0
20093,0
20109,0
20119,0
20123,0
20125,0
20129,0
20135,0
20137,0
20141,0
20145,0
20159,0
20161,0
20165,0
20171,0
20183,0
20185,0
20187,0
20189,0
20197,0
20199,0
20203,0
20209,0
21013,0
21035,0
21039,0
21041,0
21051,0
21053,0
21059,0
21067,0
21075,0
21077,0
21107,0
21131,0
21141,0
21153,0
21155,0
21157,0
21159,0
21171,0
21213,0
22025,0
22027,0
22041,0
22045,0
22065,0
22083,0
22089,0
22091,0
22121,0
22123,0
24001,0
24011,0
24015,0
24023,0
24029,0
24041,0
26013,0
26025,0
26039,0
26097,0
26145,0
26159,0
27031,0
27051,0
27065,0
27069,0
27075,0
27107,0
27113,0
27125,0
27139,0
27141,0
28019,0
28021,0
28037,0
28061,0
28087,0
28097,0
28103,0
28137,0
28155,0
29003,0
29019,0
29025,0
29033,0
29049,0
29053,0
29059,0
29081,0
29085,0
29087,0
29105,0
29111,0
29115,0
29123,0
29139,0
29155,0
29165,0
29186,0
29201,0
29219,0
30005,0
30011,0
30015,0
30019,0
30025,0
30033,0
30037,0
30045,0
30049,0
30055,0
30057,0
30059,0
30069,0
30075,0
30091,0
30093,0
30095,0
30099,0
30105,0
30109,0
30111,0
31007,0
31011,0
31017,0
31021,0
31029,0
31041,0
31045,0
31049,0
31055,0
31063,0
31065,0
31071,0
31073,0
31077,0
31091,0
31095,0
31099,0
31115,0
31121,0
31127,0
31137,0
31149,0
31153,0
31183,0
32001,0
32003,0
32017,0
32019,0
32033,0
33011,0
34011,0
34035,0
35011,0
35023,0
35033,0
35059,0
36055,0
36059,0
36081,0
36109,0
37015,0
37031,0
37041,0
37117,0
37123,0
37125,0
37137,0
37139,0
37143,0
37159,0
37165,0
37177,0
37179,0
37187,0
37195,0
37197,0
38011,0
38013,0
38017,0
38019,0
38021,0
38023,0
38025,0
38027,0
38033,0
38037,0
38045,0
38059,0
38063,0
38065,0
38071,0
38083,0
38085,0
38087,0
38099,0
38105,0
39043,0
39049,0
39073,0
39113,0
39115,0
39119,0
39129,0
39131,0
40007,0
40029,0
40057,0
40073,0
40093,0
40129,0
40139,0
40153,0
41015,0
41037,0
41065,0
42033,0
42035,0
42101,0
42103,0
44001,0
44003,0
44005,0
44007,0
44009,0
45005,0
45013,0
45035,0
45039,0
45065,0
45067,0
45075,0
45089,0
45091,0
46003,0
46007,0
46009,0
46013,0
46021,0
46027,0
46031,0
46033,0
46039,0
46053,0
46055,0
46059,0
46065,0
46069,0
46073,0
46075,0
46077,0
46085,0
46095,0
46097,0
46107,0
46111,0
46119,0
46127,0
46129,0
47017,0
47033,0
47039,0
47045,0
47047,0
47097,0
47127,0
47143,0
47181,0
48001,0
48007,0
48043,0
48079,0
48101,0
48111,0
48117,0
48153,0
48155,0
48169,0
48173,0
48179,0
48195,0
48207,0
48247,0
48311,0
48313,0
48315,0
48317,0
48327,0
48341,0
48345,0
48357,0
48413,0
48421,0
48435,0
48461,0
48483,0
48495,0
48507,0
49005,0
49019,0
49021,0
49027,0
49033,0
50001,0
50003,0
50005,0
50007,0
50009,0
50011,0
50015,0
50017,0
50019,0
50021,0
50023,0
50025,0
50027,0
51021,0
51025,0
51036,0
51037,0
51041,0
51059,0
51071,0
51081,0
51095,0
51121,0
51127,0
51133,0
51147,0
51159,0
51181,0
51183,0
51195,0
51199,0
53025,0
53061,0
54005,0
54029,0
54043,0
54069,0
54093,0
54101,0
55007,0
55023,0
55103,0
55121,0
56007,0
56017,0
56019,0
56021,0
56023,0
56031,0
fips,
